zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification,cluster,pca1,pca2,x_m,y_m,maintenance_priority_score,maintenance_rank,priority_tier
67,501,0.13726027397260274,0.1811315616438356,0.3,0.3,0.07427704109589041,0.1259,0.1522,0.56472975,2.1362,0.1811315616438356,0.1019102191780822,0.05324906849315069,0.05,0.05,0.9,0.8440585479452055,0.8399,-0.35757575757575666,-15,residential_light,clay,34,58.24,41.8,19.01,1,17,ACUTE,0,3.2323630059225112,-3.4410220068013597,3500.0,300.0,0.5766,393,HIGH
68,0,0.0,0.1170716712328767,0.2495,0.2495,0.10069142465753425,0.1089,0.2167,0.11169329,0.4419,0.1170716712328767,0.013037424657534246,0.6459646849315068,0.2656,0.6844,0.05,0.841944904109589,0.8413,0.0,0,green_space,pvc,3,97.6,90.3,19.04,1,18,SAFE,4,-4.2027924538535295,-0.9877874962535856,3700.0,300.0,0.2941,2459,MEDIUM
69,42,0.011506849315068493,0.20646986301369863,0.3,0.3,0.11659126027397261,0.0951,0.4731,0.44300875,1.8819,0.20646986301369863,0.09126134246575343,0.21098246575342466,0.05,0.9,0.05,0.8406728493150685,0.8424,0.07272727272727256,-2,residential_light,clay,25,64.0,59.9,18.6,1,19,SAFE,1,0.1199062693184724,-0.2776090514893923,3900.0,300.0,0.4617,938,MEDIUM
70,0,0.0,0.21423112328767122,0.3,0.3,0.09703276712328768,0.0684,0.207,0.211579,0.737,0.21423112328767122,0.0453901095890411,0.31585846575342463,0.05,0.9,0.05,0.8422378630136986,0.8445,0.0,0,green_space,clay,29,61.44,50.5,19.99,1,20,SAFE,1,-1.000745510440402,-0.4932602843441124,4100.0,300.0,0.4276,1381,MEDIUM
71,19,0.0052054794520547945,0.17579134246575343,0.3,0.3,0.07453227397260274,0.1303,0.1665,0.4027669,1.6829,0.17579134246575343,0.07078665753424658,0.06154260273972603,0.05,0.1731,0.7769,0.8440369863013699,0.8396,-0.05454545454545447,1,residential_light,pvc,30,76.0,43.0,21.33,1,21,SAFE,0,2.302611211391815,-2.335710788662756,4300.0,300.0,0.5041,665,HIGH
72,33,0.00904109589041096,0.20285060273972602,0.3,0.3,0.12882438356164383,0.1008,0.443,0.47538146,1.7185,0.20285060273972602,0.09657632876712328,0.3850831780821918,0.05,0.9,0.05,0.8396937534246576,0.8419,0.27272727272727265,1,residential_light,clay,7,75.52,82.5,19.71,1,22,SAFE,1,-0.04258788739597135,0.0706277395049797,4500.0,300.0,0.4473,1054,MEDIUM
73,106,0.02904109589041096,0.1742360821917808,0.3,0.3,0.10714208219178083,0.0746,0.395,0.49724278,1.8411,0.1742360821917808,0.08682038356164384,0.18106608219178083,0.05,0.9,0.05,0.8414287397260274,0.844,0.6909090909090909,14,residential_dense,hdpe,15,96.8,76.2,21.09,1,23,ACUTE,3,-0.13255967339863428,1.6094772853524564,4700.0,300.0,0.4574,964,MEDIUM
74,5,0.0013698630136986301,0.20454753424657532,0.3,0.3,0.10787539726027398,0.0695,0.2435,0.29722488,1.0008,0.20454753424657532,0.06093265753424658,0.43515786301369863,0.05,0.9,0.05,0.8413698630136986,0.8444,-0.0545454545454544,-1,residential_light,concrete,8,112.32,87.7,16.61,1,24,SAFE,1,-1.2013548768595699,-0.49609732930356926,4900.0,300.0,0.3968,2230,MEDIUM
75,87,0.023835616438356164,0.17300386301369863,0.3,0.3,0.09301898630136986,0.1534,0.2377,0.48104665,1.8772,0.17300386301369863,0.08330265753424658,0.08745638356164384,0.05,0.3647,0.5853,0.8425588493150685,0.8377,0.5757575757575758,13,residential_dense,hdpe,22,90.64,62.7,19.78,1,25,ACUTE,0,2.5836311602251922,-0.4421016856283399,5100.0,300.0,0.5526,472,HIGH
76,868,0.2378082191780822,0.22702816438356163,0.3,0.3,0.16147624657534246,0.1093,0.5656,0.6006489,2.2654,0.22702816438356163,0.13644479452054795,0.2913963835616438,0.05,0.9,0.05,0.837082301369863,0.8413,0.727272727272727,16,residential_dense,clay,10,73.6,84.7,18.86,1,26,ACUTE,3,2.2924386771850362,1.6639235831734036,5300.0,300.0,0.6043,291,HIGH
77,512,0.14027397260273972,0.2297383835616438,0.3,0.3,0.14485802739726028,0.1111,0.4856,0.5692097,2.0743,0.2297383835616438,0.13097032876712328,0.15870079452054794,0.05,0.9,0.05,0.8384109315068493,0.8411,0.7999999999999992,8,residential_dense,pvc,14,88.8,70.5,18.43,1,27,ACUTE,3,2.158576566807763,1.2107018510604075,5500.0,300.0,0.563,431,HIGH
78,8,0.002191780821917808,0.11845197260273972,0.2317,0.2317,0.08075849315068494,0.0647,0.2443,0.2811781,1.1733,0.11845197260273972,0.03333120547945206,0.44206490410958904,0.05,0.9,0.05,0.843539205479452,0.8448,-0.12121212121212106,-2,residential_light,hdpe,4,106.48,91.4,18.94,1,28,SAFE,2,-2.959798055043639,0.09222086879826835,5700.0,300.0,0.196,2491,LOW
79,16,0.004383561643835616,0.1837427397260274,0.3,0.3,0.10512671232876712,0.0594,0.3347,0.41341442,1.6678,0.1837427397260274,0.0758826301369863,0.26120953424657534,0.05,0.9,0.05,0.8415898082191781,0.8453,-0.036363636363636175,2,residential_dense,hdpe,7,103.84,83.6,17.09,1,29,SAFE,1,-1.0286027426181057,0.022812281408624457,5900.0,300.0,0.3851,2373,MEDIUM
80,13,0.003561643835616438,0.2000731780821918,0.3,0.3,0.10172660273972603,0.0692,0.364,0.39744627,1.4626,0.2000731780821918,0.07956139726027396,0.12886572602739726,0.05,0.9,0.05,0.8418617534246575,0.8445,-0.04242424242424248,-1,residential_dense,cast_iron,20,117.6,67.6,19.12,1,30,SAFE,1,-0.3707032257857197,-0.24846357175191655,6100.0,300.0,0.4164,1697,MEDIUM
81,0,0.0,0.16822682191780824,0.3,0.3,0.10528375342465754,0.0627,0.1794,0.12848313,0.5063,0.16822682191780824,0.021554,0.5419861369863014,0.071,0.879,0.05,0.8415768219178082,0.845,0.0,0,green_space,hdpe,13,98.56,77.8,19.9,1,31,SAFE,2,-2.6675251732507457,-0.31347047551693963,6300.0,300.0,0.396,2248,MEDIUM
82,9,0.002465753424657534,0.16728827397260276,0.3,0.3,0.06485539726027396,0.1114,0.1663,0.329986,1.4675,0.16728827397260276,0.05532731506849315,0.05370002739726027,0.05,0.3202,0.6298,0.8448111232876712,0.8411,-0.01818181818181822,-1,residential_light,concrete,31,90.24,42.5,21.08,1,32,SAFE,0,1.27273261388722,-1.8565386741952707,6500.0,300.0,0.4822,797,MEDIUM
83,0,0.0,0.10764008219178083,0.1922,0.1922,0.07212890410958905,0.0608,0.1037,0.1446362,0.534,0.10764008219178083,0.01554854794520548,0.24238430136986303,0.2164,0.7336,0.05,0.8442296712328766,0.8451,0.0,0,green_space,hdpe,29,84.48,43.4,18.92,1,33,SAFE,4,-3.850662986972555,-0.3282445818634023,6700.0,300.0,0.1198,2497,LOW
84,9,0.002465753424657534,0.17610128767123287,0.3,0.3,0.09463334246575342,0.0765,0.3251,0.32497352,1.3541,0.17610128767123287,0.057436493150684935,0.3028713424657534,0.05,0.9,0.05,0.8424303287671233,0.8439,0.01818181818181817,-1,residential_light,hdpe,14,97.68,72.9,18.23,1,34,SAFE,1,-1.2651003883880714,-0.12994583398990414,6900.0,300.0,0.4157,1721,MEDIUM
85,7,0.0019178082191780822,0.1770535890410959,0.3,0.3,0.09004241095890411,0.0664,0.2099,0.2955146,1.2358,0.1770535890410959,0.05229780821917808,0.26063961643835615,0.05,0.9,0.05,0.842796,0.8447,-0.2121212121212121,-5,residential_light,concrete,17,103.68,67.7,17.91,1,35,SAFE,1,-1.5109105216925132,-0.5701960317451042,7100.0,300.0,0.4076,1944,MEDIUM
86,254,0.06958904109589041,0.1773394520547945,0.3,0.3,0.11391545205479452,0.1136,0.5048,0.51921654,2.0089,0.1773394520547945,0.09229238356164385,0.20132246575342466,0.05,0.9,0.05,0.8408866301369863,0.8409,1.0181818181818187,22,industrial,pvc,12,90.4,80.7,18.55,1,36,ACUTE,3,0.8430998891870053,2.280944547410591,7300.0,300.0,0.5337,545,HIGH
87,6,0.0016438356164383563,0.23728967123287673,0.3,0.3,0.11122599999999999,0.0602,0.2465,0.2902136,1.1393,0.23728967123287673,0.06885901369863014,0.32625416438356164,0.05,0.9,0.05,0.8411014520547946,0.8452,0.07272727272727271,0,residential_light,concrete,16,104.64,72.6,17.14,1,37,SAFE,1,-0.44822513776233935,-0.4931968924181969,7500.0,300.0,0.4017,2111,MEDIUM
88,0,0.0,0.1773218082191781,0.3,0.3,0.11092895890410959,0.0753,0.1684,0.108089834,0.4297,0.1773218082191781,0.019159123287671234,0.5085626301369863,0.1256,0.8243,0.05,0.841126602739726,0.844,0.0,0,green_space,concrete,17,103.68,73.3,15.49,1,38,SAFE,4,-2.6247576943878244,-0.6994367610654862,7700.0,300.0,0.4169,1684,MEDIUM
89,0,0.0,0.16164909589041096,0.2993,0.2993,0.1156493698630137,0.0964,0.2268,0.110798635,0.3642,0.16164909589041096,0.017893095890410958,0.6837981643835617,0.1581,0.7919,0.05,0.8407486849315069,0.8423,0.0,0,green_space,hdpe,3,107.36,94.3,15.89,1,39,SAFE,4,-3.131841229923542,-0.8530509351545883,7900.0,300.0,0.4177,1656,MEDIUM
90,0,0.0,0.1635305205479452,0.3,0.3,0.08431813698630136,0.0441,0.1571,0.13246588,0.5047,0.1635305205479452,0.021575397260273976,0.2124933424657534,0.0509,0.8991,0.05,0.843254493150685,0.8465,0.0,0,green_space,hdpe,32,81.84,38.6,15.01,1,40,SAFE,2,-2.1904214652597043,0.01478376449420614,8100.0,300.0,0.404,2043,MEDIUM
91,0,0.0,0.16836057534246573,0.3,0.3,0.1175244109589041,0.0902,0.2276,0.11062176,0.4122,0.16836057534246573,0.01858627397260274,0.6875715890410959,0.1417,0.8083,0.05,0.840597095890411,0.8428,0.0,0,green_space,concrete,4,116.16,94.9,15.62,1,41,SAFE,4,-3.0251069047332497,-0.8143925801639152,8300.0,300.0,0.414,1768,MEDIUM
92,16,0.004383561643835616,0.1904314520547945,0.3,0.3,0.1256414794520548,0.098,0.2837,0.4429092,1.6679,0.1904314520547945,0.08436098630136986,0.5233555342465753,0.05,0.9,0.05,0.8399484109589042,0.8422,-0.0363636363636364,0,residential_light,clay,2,78.72,99.0,13.85,1,42,SAFE,1,-0.8625423205793762,-0.3388386741769734,8500.0,300.0,0.4223,1526,MEDIUM
93,3,0.0008219178082191781,0.1819706301369863,0.3,0.3,0.08785416438356165,0.0742,0.2482,0.25199044,0.9338,0.1819706301369863,0.04580893150684931,0.2531694520547945,0.05,0.9,0.05,0.8429723835616438,0.8441,-0.006060606060605993,-1,residential_light,cast_iron,19,118.72,66.4,14.2,1,43,SAFE,1,-1.2749523627312616,-0.23864818457893178,8700.0,300.0,0.4192,1627,MEDIUM
94,1311,0.3591780821917808,0.2252069315068493,0.3,0.3,0.18358049315068495,0.1338,0.5752,0.7024721,2.6898,0.2252069315068493,0.15830580821917808,0.3678364109589041,0.05,0.9,0.05,0.8353127397260275,0.8393,0.3212121212121183,13,industrial,clay,2,78.72,99.1,14.1,1,44,ACUTE,3,2.9450193724883333,1.235132377217892,8900.0,300.0,0.669,128,HIGH
95,0,0.0,0.19582326027397262,0.3,0.3,0.11851942465753423,0.0626,0.2134,0.11270205,0.3766,0.19582326027397262,0.022020986301369862,0.6290352876712328,0.0507,0.8993,0.05,0.8405181369863014,0.845,0.0,0,green_space,hdpe,7,103.84,87.3,12.91,1,45,SAFE,1,-2.323477548291325,-0.5076398747990901,9100.0,300.0,0.3865,2364,MEDIUM
96,432,0.11835616438356164,0.1779393698630137,0.3,0.3,0.11450309589041097,0.1023,0.509,0.5635733,2.0459,0.1779393698630137,0.10041802739726027,0.07706969863013698,0.05,0.9,0.05,0.8408394794520548,0.8418,1.1272727272727265,28,residential_dense,concrete,29,92.16,48.0,14.39,1,46,ACUTE,3,1.3484074486669446,2.889649326617253,9300.0,300.0,0.578,388,HIGH
97,31,0.008493150684931507,0.15584986301369863,0.3,0.3,0.10013057534246576,0.0945,0.3554,0.45587096,1.6978,0.15584986301369863,0.07075301369863013,0.30470364383561643,0.05,0.9,0.05,0.8419897808219179,0.8424,0.03030303030303047,3,residential_dense,hdpe,4,106.48,92.1,13.9,1,47,SAFE,2,-1.0676287909067572,0.24688735311275056,9500.0,300.0,0.4248,1461,MEDIUM
98,1387,0.38,0.20825575342465755,0.3,0.3,0.08891753424657534,0.1259,0.2163,0.7227196,2.6754,0.20825575342465755,0.1504133424657534,0.05794383561643836,0.05,0.05,0.9,0.8428860273972603,0.8399,-0.7575757575757555,-7,residential_dense,clay,23,65.28,53.9,13.05,1,48,ACUTE,0,5.034965975196745,-3.1911717974359233,9700.0,300.0,0.6904,95,HIGH
99,0,0.0,0.16545194520547946,0.3,0.3,0.09966441095890412,0.0787,0.1443,0.10993953,0.4271,0.16545194520547946,0.018115698630136984,0.36468301369863015,0.1476,0.8024,0.05,0.8420272054794521,0.8437,0.0,0,green_space,concrete,22,98.88,56.5,12.14,1,49,SAFE,4,-2.588825355488297,-0.6556919503602674,9900.0,300.0,0.4287,1358,MEDIUM
100,0,0.0,0.17379013698630136,0.3,0.3,0.09814545205479452,0.0833,0.2095,0.29444653,0.7869,0.17379013698630136,0.05122821917808219,0.43964912328767125,0.05,0.9,0.05,0.8421478904109589,0.8433,0.0,0,residential_light,concrete,3,117.12,89.9,9.64,2,0,SAFE,1,-1.5770282934785944,-0.1919150810910181,100.0,500.0,0.4044,2029,MEDIUM
101,121,0.03315068493150685,0.1915594794520548,0.3,0.3,0.11296257534246576,0.0813,0.3751,0.50019634,1.8314,0.1915594794520548,0.09591046575342466,0.10347726027397261,0.05,0.9,0.05,0.8409627671232877,0.8435,0.3090909090909096,11,industrial,cast_iron,31,105.28,45.6,10.73,2,1,ACUTE,1,0.32929525957771516,0.8841801587651488,300.0,500.0,0.4766,833,MEDIUM
102,0,0.0,0.13406550684931506,0.2903,0.2903,0.07796095890410959,0.0667,0.135,0.1483843,0.5078,0.13406550684931506,0.019788246575342464,0.22129901369863014,0.118,0.832,0.05,0.8437628767123287,0.8447,0.0,0,green_space,hdpe,32,81.84,40.5,11.32,2,2,SAFE,4,-2.7315891631260625,-0.11819480298717613,500.0,500.0,0.4034,2059,MEDIUM
103,10,0.0027397260273972603,0.1795041095890411,0.3,0.3,0.08334419178082192,0.0639,0.3159,0.32490024,1.4486,0.1795041095890411,0.058518136986301365,0.10963334246575342,0.05,0.9,0.05,0.8433330410958904,0.8449,-0.10909090909090897,-2,residential_light,concrete,28,93.12,49.7,11.73,2,3,SAFE,1,-1.0288330469660216,-0.24147514360428973,700.0,500.0,0.4223,1527,MEDIUM
104,12,0.0032876712328767125,0.2127312602739726,0.3,0.3,0.10041578082191781,0.0605,0.2187,0.3557619,1.5244,0.2127312602739726,0.07521687671232877,0.12349887671232876,0.05,0.9,0.05,0.8419668767123287,0.8452,-0.2545454545454546,-8,residential_dense,cast_iron,22,115.36,64.5,13.5,2,4,SAFE,1,-0.5221758841648965,-0.9238388199228377,900.0,500.0,0.4092,1889,MEDIUM
105,363,0.09945205479452054,0.12044876712328767,0.2673,0.2673,0.07690041095890411,0.0832,0.4178,0.55054,2.1252,0.12044876712328767,0.06645928767123288,0.049474958904109585,0.05,0.9,0.05,0.843847095890411,0.8433,1.4848484848484858,45,residential_dense,hdpe,22,90.64,57.9,15.26,2,5,ACUTE,3,0.13630108146234635,4.539763150323535,1100.0,500.0,0.4588,955,MEDIUM
106,0,0.0,0.17176583561643835,0.3,0.3,0.09913917808219178,0.0555,0.1853,0.1270923,0.6018,0.17176583561643835,0.021810082191780825,0.40727068493150687,0.0597,0.8903,0.05,0.8420687671232876,0.8456,0.0,0,green_space,pvc,21,83.2,61.3,17.84,2,6,SAFE,2,-2.365640567998232,-0.21685986169301671,1300.0,500.0,0.4001,2161,MEDIUM
107,19,0.0052054794520547945,0.1718971780821918,0.3,0.3,0.07256342465753424,0.1367,0.1646,0.4469504,1.4993,0.1718971780821918,0.07656515068493151,0.05754098630136986,0.05,0.05,0.9,0.8441945205479452,0.8391,0.030303030303030307,-1,residential_light,pvc,33,73.6,43.2,16.97,2,7,SAFE,0,2.786745037466792,-2.644846269607159,1500.0,500.0,0.5175,608,HIGH
108,5,0.0013698630136986301,0.1587507397260274,0.3,0.3,0.09463490410958904,0.0729,0.3105,0.30854523,1.1469,0.1587507397260274,0.04906967123287671,0.44648712328767126,0.05,0.9,0.05,0.8424290958904109,0.8442,-0.07878787878787895,-3,residential_light,pvc,4,96.8,90.1,17.55,2,8,SAFE,2,-2.0501227336147823,-0.24952140622039576,1700.0,500.0,0.3945,2272,MEDIUM
109,14,0.0038356164383561643,0.1936843287671233,0.3,0.3,0.10694202739726026,0.0872,0.4428,0.4487487,1.7767,0.1936843287671233,0.08693772602739726,0.14550783561643837,0.05,0.9,0.05,0.8414446575342466,0.843,0.060606060606060747,4,residential_dense,concrete,14,106.56,70.6,17.38,2,9,SAFE,1,-0.0496212557702426,0.11546087975297875,1900.0,500.0,0.4307,1320,MEDIUM
110,9,0.002465753424657534,0.19492016438356163,0.3,0.3,0.10295558904109589,0.0865,0.3559,0.40630436,1.4101,0.19492016438356163,0.0792852602739726,0.17161531506849315,0.05,0.9,0.05,0.8417635890410959,0.8431,0.01818181818181817,1,residential_dense,cast_iron,13,125.44,74.5,15.43,2,10,SAFE,1,-0.2574214951261446,-0.12193993041935385,2100.0,500.0,0.4258,1428,MEDIUM
111,1,0.000273972602739726,0.21085767123287671,0.3,0.3,0.09759490410958904,0.0548,0.2094,0.2413751,0.9398,0.21085767123287671,0.05088928767123288,0.3069306575342466,0.05,0.9,0.05,0.8421922191780822,0.8456,-0.04242424242424241,-1,residential_light,cast_iron,14,124.32,71.4,17.09,2,11,SAFE,1,-1.1736662322350444,-0.47967942601431024,2300.0,500.0,0.3885,2349,MEDIUM
112,9,0.002465753424657534,0.21996358904109586,0.3,0.3,0.10376487671232877,0.0553,0.2639,0.29707885,1.0405,0.21996358904109586,0.06528794520547945,0.2691835342465753,0.05,0.9,0.05,0.8416985205479451,0.8456,0.006060606060606146,-1,residential_light,concrete,21,99.84,66.5,16.99,2,12,SAFE,1,-0.7356938066586717,-0.4309526280874725,2500.0,500.0,0.4014,2118,MEDIUM
113,1146,0.31397260273972605,0.16083430136986301,0.2859,0.2859,0.12307882191780822,0.077,0.5087,0.66616833,2.5415,0.16083430136986301,0.10715063013698631,0.11946484931506848,0.05,0.8999,0.0501,0.8401531506849316,0.8438,0.836363636363637,18,residential_dense,pvc,34,72.8,41.9,19.41,2,13,ACUTE,3,1.161662174408437,2.72232421196882,2700.0,500.0,0.6107,275,HIGH
114,9,0.002465753424657534,0.1980932602739726,0.3,0.3,0.10381723287671234,0.0792,0.2453,0.34308645,1.3404,0.1980932602739726,0.06778498630136987,0.2968915068493151,0.05,0.9,0.05,0.8416947123287671,0.8437,-0.27272727272727265,-7,residential_light,pvc,17,86.4,70.7,17.07,2,14,SAFE,1,-0.9409527391049959,-0.9313117566144128,2900.0,500.0,0.4228,1511,MEDIUM
115,0,0.0,0.200664904109589,0.3,0.3,0.09904180821917807,0.0561,0.1597,0.14708573,0.5245,0.200664904109589,0.029387616438356162,0.37180194520547943,0.05,0.9,0.05,0.842076301369863,0.8455,0.0,0,green_space,pvc,26,79.2,56.9,18.2,2,15,SAFE,1,-1.70040618502363,-0.4025206815755078,3100.0,500.0,0.4086,1906,MEDIUM
116,0,0.0,0.16538019178082192,0.3,0.3,0.09567739726027398,0.0581,0.1425,0.12874277,0.409,0.16538019178082192,0.02123739726027397,0.37423865753424657,0.0736,0.8764,0.05,0.8423463287671233,0.8454,0.0,0,green_space,concrete,25,96.0,58.0,18.78,2,16,SAFE,2,-2.4401785348124423,-0.22195711510788513,3300.0,500.0,0.4094,1886,MEDIUM
117,825,0.22602739726027396,0.16275920547945205,0.3,0.3,0.08500838356164384,0.1044,0.2622,0.6126068,2.4589,0.16275920547945205,0.09941342465753424,0.05526712328767123,0.05,0.3284,0.6216,0.843199506849315,0.8416,-0.7212121212121184,-13,residential_dense,pvc,24,80.8,53.7,18.68,2,17,ACUTE,0,1.9924826004186524,-2.5730287410428523,3500.0,500.0,0.5838,363,HIGH
118,4,0.001095890410958904,0.16175243835616437,0.3,0.3,0.06756791780821918,0.1063,0.1911,0.3358773,1.1728,0.16175243835616437,0.05436284931506849,0.06094802739726027,0.05,0.4939,0.4561,0.8445952054794521,0.8415,0.024242424242424218,0,residential_light,cast_iron,33,103.04,44.5,21.99,2,18,SAFE,2,0.6051446678599995,-1.184587925415825,3700.0,500.0,0.4796,817,MEDIUM
119,8,0.002191780821917808,0.18266347945205477,0.3,0.3,0.10517717808219178,0.0739,0.3587,0.39394873,1.4193,0.18266347945205477,0.07193649315068493,0.30689808219178083,0.05,0.9,0.05,0.8415856164383562,0.8441,-0.12121212121212112,-2,residential_dense,concrete,6,114.24,89.6,22.37,2,19,SAFE,1,-1.0858625887246678,-0.3427917873515664,3900.0,500.0,0.3993,2180,MEDIUM
120,1586,0.4345205479452055,0.23867238356164383,0.3,0.3,0.10778769863013699,0.1477,0.1838,0.7864847,2.6782,0.23867238356164383,0.18782487671232875,0.07751331506849315,0.05,0.05,0.9,0.8413774520547945,0.8382,-0.14545454545454992,-8,residential_dense,clay,25,64.0,58.1,22.84,2,20,ACUTE,0,6.6417297814120335,-2.597178564345624,4100.0,500.0,0.7484,26,HIGH
121,207,0.05671232876712329,0.11577331506849316,0.2549,0.2549,0.08636016438356164,0.1008,0.3162,0.52200955,2.2871,0.11577331506849316,0.06021298630136986,0.27911364383561643,0.05,0.9,0.05,0.8430907671232877,0.8419,0.3696969696969703,15,industrial,pvc,5,96.0,95.0,21.14,2,21,ACUTE,2,-1.2142899633461846,1.610047723435338,4300.0,500.0,0.3488,2421,MEDIUM
122,5,0.0013698630136986301,0.19533210958904107,0.3,0.3,0.09642909589041096,0.0725,0.2666,0.2985267,1.154,0.19533210958904107,0.058192602739726026,0.2668812602739726,0.05,0.9,0.05,0.8422856164383562,0.8442,-0.07878787878787875,-1,residential_light,concrete,17,103.68,67.6,23.05,2,22,SAFE,1,-0.9899831118436531,-0.40208987265852086,4500.0,500.0,0.4144,1757,MEDIUM
123,0,0.0,0.21950312328767121,0.3,0.3,0.09611890410958904,0.0404,0.1605,0.12770183,0.4788,0.21950312328767121,0.027970356164383564,0.24846841095890412,0.05,0.9,0.05,0.8423112602739726,0.8468,0.0,0,green_space,concrete,30,91.2,42.1,19.55,2,23,SAFE,1,-1.3972675770419463,-0.47991855632068003,4700.0,500.0,0.3965,2237,MEDIUM
124,11,0.0030136986301369864,0.19093098630136987,0.3,0.3,0.06282994520547945,0.0773,0.1568,0.33654392,1.2866,0.19093098630136987,0.06431528767123287,0.037843342465753424,0.05,0.3132,0.6368,0.8449725479452055,0.8438,-0.17575757575757567,-5,residential_light,concrete,34,87.36,36.1,20.7,2,24,SAFE,0,1.218378179847194,-2.2968209001487803,4900.0,500.0,0.4474,1049,MEDIUM
125,124,0.03397260273972603,0.15448158904109588,0.2986,0.2986,0.09082238356164385,0.086,0.3888,0.49428514,1.9944,0.15448158904109588,0.07627002739726027,0.10041561643835617,0.05,0.9,0.05,0.8427336164383561,0.8431,0.63030303030303,12,residential_dense,hdpe,18,94.16,66.9,21.52,2,25,ACUTE,2,-0.2730257707964731,1.5822230262445987,5100.0,500.0,0.4717,865,MEDIUM
126,889,0.24356164383561643,0.14804624657534246,0.2526,0.2526,0.10589249315068494,0.083,0.341,0.6162315,2.4025,0.14804624657534246,0.09091624657534246,0.07865060273972603,0.05,0.9,0.05,0.841529506849315,0.8434,0.6121212121212127,23,residential_dense,pvc,31,75.2,47.4,17.76,2,26,ACUTE,3,0.6692876114253615,2.578342194783122,5300.0,500.0,0.4733,852,MEDIUM
127,65,0.01780821917808219,0.18150257534246575,0.3,0.3,0.10850479452054795,0.101,0.4417,0.45854124,1.9098,0.18150257534246575,0.08321846575342466,0.22014843835616438,0.05,0.9,0.05,0.8413198904109589,0.8419,0.40606060606060645,7,residential_dense,pvc,14,88.8,78.4,17.92,2,27,SAFE,1,-0.029834944081168515,0.723819151209099,5500.0,500.0,0.4687,889,MEDIUM
128,1334,0.36547945205479454,0.19692882191780822,0.3,0.3,0.15701657534246574,0.1002,0.613,0.7127805,2.6199,0.19692882191780822,0.14029224657534245,0.17425608219178082,0.05,0.9,0.05,0.8374389315068492,0.842,0.4484848484848491,10,residential_dense,pvc,34,72.8,33.9,18.65,2,28,ACUTE,3,2.2607681185116104,1.6662577815173811,5700.0,500.0,0.6885,102,HIGH
